iter	Logloss
339	0.5277305791
340	0.5275968407
341	0.527487565
342	0.5273938348
343	0.5272892416
344	0.5271671727
345	0.5270878392
346	0.5269423358
347	0.5267796017
348	0.5266144269
349	0.5264806226
350	0.5263508532
351	0.526177423
352	0.5260360009
353	0.5260128709
354	0.5258720023
355	0.5257306376
356	0.5255868285
357	0.5254737851
358	0.5253513834
359	0.5252295818
360	0.525122818
361	0.5249675503
362	0.5248673984
363	0.5247424252
364	0.5246774936
365	0.5245363258
366	0.5244267387
367	0.5242655875
368	0.5241481255
369	0.5239905147
370	0.5238661949
371	0.5238066967
372	0.5236520906
373	0.5235713211
374	0.5234158515
375	0.5232461287
376	0.5231210154
377	0.522987519
378	0.5228413899
379	0.5227664646
380	0.5226090925
381	0.5225141966
382	0.5223567424
383	0.5221899434
384	0.5221171477
385	0.5220293976
386	0.5220220741
387	0.5219154524
388	0.5218217143
389	0.5216614365
390	0.5216543106
391	0.5215287785
392	0.5214328972
393	0.5212710184
394	0.5211584128
395	0.5210389843
396	0.5209194589
397	0.5207921819
398	0.520724503
399	0.5206872253
400	0.5205954022
401	0.5204785722
402	0.5203483102
403	0.5202704044
404	0.520169889
405	0.5199636191
406	0.5198877783
407	0.5198167414
408	0.5196408758
409	0.5195548851
410	0.5194198053
411	0.5193642827
412	0.519268585
413	0.5190881598
414	0.5190066792
415	0.5189014897
416	0.5187545443
417	0.5186401375
418	0.5185229587
419	0.5184247684
420	0.5184141676
421	0.5182781608
422	0.5181525733
423	0.5180034395
424	0.5178541185
425	0.5177223072
426	0.5176125297
427	0.517530794
428	0.5174062952
429	0.5173229259
430	0.5172192726
431	0.5171599704
432	0.5171182406
433	0.5169750861
434	0.5168348261
435	0.5166722324
436	0.5165243436
437	0.5164156677
438	0.5163241692
439	0.5161992093
440	0.5161376185
441	0.5159858177
442	0.5158800142
443	0.5157920829
444	0.51568594
445	0.5156071231
446	0.5154988495
447	0.5154302545
448	0.5152724128
449	0.5152029749
450	0.51509463
451	0.5150313043
452	0.5149175674
453	0.5148782563
454	0.5147693861
455	0.5146487132
456	0.5145205882
457	0.514406951
458	0.5142657076
459	0.5141817537
460	0.5141163774
461	0.5139965188
462	0.5138971516
463	0.5138112228
464	0.5137727895
465	0.5136573715
466	0.5135042128
467	0.5134971924
468	0.5134171401
469	0.5132875522
470	0.5131862437
471	0.5131031837
472	0.5129495383
473	0.5128859207
474	0.5127928173
475	0.5127129663
476	0.5126038978
477	0.5124722972
478	0.512340515
479	0.5121801931
480	0.5121021574
481	0.5120474385
482	0.5118717922
483	0.5117539084
484	0.5116620596
485	0.5115280706
486	0.5114187343
487	0.5113172585
488	0.5112045055
489	0.5111315918
490	0.5110048229
491	0.5108618916
492	0.5107431919
493	0.5106249205
494	0.5104575586
495	0.5104025996
496	0.5102527012
497	0.5101735163
498	0.5100365252
499	0.5099841575
500	0.5099048425
501	0.5098032826
502	0.5097405938
503	0.5096131992
504	0.5094813215
505	0.5094135594
506	0.5092869114
507	0.5091819488
508	0.5090696498
509	0.5090612273
510	0.5089304478
511	0.5087687286
512	0.5086792273
513	0.5085904405
514	0.5084363361
515	0.5083177631
516	0.5082700807
517	0.5081823042
518	0.5081111692
519	0.5080144626
520	0.5079156357
521	0.5077738378
522	0.5076262434
523	0.5075416204
524	0.507418771
525	0.5072796678
526	0.5071698144
527	0.5070661369
528	0.5069744799
529	0.5068144457
530	0.5066835071
531	0.5066038157
532	0.5065332485
533	0.5064156733
534	0.5063420195
535	0.5062479024
536	0.5061639299
537	0.5060059458
538	0.5058952887
539	0.5057675886
540	0.5056969599
541	0.5055997741
542	0.5055221675
543	0.5053929709
544	0.5053182891
545	0.5052515246
546	0.5051148789
547	0.5050159809
548	0.5049142175
549	0.5048062623
550	0.5047033801
551	0.5045724944
552	0.5044856022
553	0.5044109209
554	0.5043004195
555	0.5041598725
556	0.5040564204
557	0.5039593476
558	0.503873962
559	0.5037510832
560	0.5036291983
561	0.5035220087
562	0.503428553
563	0.503324908
564	0.5032110135
565	0.5031120195
566	0.5030098105
567	0.502938969
568	0.502934636
569	0.5028458882
570	0.5027525428
571	0.5026675008
572	0.5025539934
573	0.5024635682
574	0.5023678778
575	0.5022888976
576	0.5021680799
577	0.502045481
578	0.50194862
579	0.5018381248
580	0.5017729543
581	0.5016502519
582	0.5016197911
583	0.5015701788
584	0.5014290352
585	0.5013771353
586	0.5012545636
587	0.5011409529
588	0.5010352609
589	0.5009685402
590	0.5008916554
591	0.50080962
592	0.5007081493
593	0.5006105084
594	0.500545293
595	0.5004498007
596	0.5004352113
597	0.5003306015
598	0.5002309619
599	0.5001950815
600	0.5000819508
601	0.5000304801
602	0.4998889556
603	0.4998193106
604	0.4996319061
605	0.4995044899
606	0.4994233908
607	0.4993339888
608	0.4992430133
609	0.4991375971
610	0.4989727741
611	0.4989065026
612	0.4988256711
613	0.498734532
614	0.4986159163
615	0.4985210406
616	0.498415344
617	0.498357333
618	0.4983106136
619	0.4982616627
620	0.4981380827
621	0.4981212201
622	0.498006843
623	0.4979458743
624	0.4978662065
625	0.49772628
626	0.497638568
627	0.4975239167
628	0.4973753982
629	0.4972860333
630	0.4971931551
631	0.4970503376
632	0.4970460236
633	0.4969191129
634	0.4968075576
635	0.4966962608
636	0.4965829002
637	0.4965083935
638	0.4964694465
639	0.4963653148
640	0.4963536382
641	0.4962278963
642	0.4961501709
643	0.4961095598
644	0.4960225472
645	0.4959356275
646	0.4958068711
647	0.4956753037
648	0.4955650137
649	0.4954855111
650	0.4953518898
651	0.4953023013
652	0.4951370574
653	0.4950393299
654	0.494956416
655	0.4948826165
656	0.4947523471
657	0.4946775557
658	0.4946414627
659	0.4945365126
660	0.4943850212
661	0.4942391579
662	0.4942351203
663	0.4941522469
664	0.4940306471
665	0.4939270342
666	0.4937830202
667	0.4936765797
668	0.4936230573
669	0.4935505092
670	0.493532301
671	0.4934937459
672	0.4934067568
673	0.4933015498
674	0.4932485574
675	0.4932228312
676	0.493158346
677	0.4930765465
678	0.4930010938
679	0.4928928393
680	0.4928225978
681	0.4927578723
682	0.4926541284
683	0.492551062
684	0.4924988542
685	0.4923888519
686	0.4922628453
687	0.4921446038
688	0.4919853993
689	0.4918847364
690	0.4918028235
691	0.4917248916
692	0.4916224788
693	0.4915961431
694	0.4914923937
695	0.491409762
696	0.4913454407
697	0.4913395262
698	0.4912771804
699	0.4911954506
700	0.4911329722
701	0.4910453626
702	0.4909859651
703	0.4909504511
704	0.4908663611
705	0.4907934626
706	0.4907038864
707	0.4905680092
708	0.4904890278
709	0.4903857018
710	0.4902894593
711	0.4902848496
712	0.4901918373
713	0.4901036534
714	0.4900783983
715	0.4900339686
716	0.4899311781
717	0.4898193665
718	0.4897288666
719	0.4896006782
720	0.4895538535
721	0.4894589042
722	0.4893576372
723	0.4892774537
724	0.4891962983
725	0.4891530192
726	0.489050597
727	0.4889622174
728	0.4888935623
729	0.4887902864
730	0.4886705544
731	0.4885202421
732	0.4884468795
733	0.4883807045
734	0.4882498954
735	0.4881352798
736	0.4880699128
737	0.4879956769
738	0.487984427
739	0.4878560599
740	0.487745839
741	0.4876221196
742	0.4875711074
743	0.487519248
744	0.4874633935
745	0.4873575294
746	0.4872541395
747	0.4871636709
748	0.487059547
749	0.4869401448
750	0.486802857
751	0.4866910345
752	0.4865886923
753	0.486482444
754	0.486411702
755	0.4862744826
756	0.4861678315
757	0.4861113068
758	0.4860062744
759	0.4859002776
760	0.4857926977
761	0.4856385648
762	0.4855880777
763	0.4855221516
764	0.485430776
765	0.4853003448
766	0.4851742273
767	0.48506019
768	0.4849675913
769	0.4848610102
770	0.4847946079
771	0.4847464619
772	0.4846476551
773	0.4845449937
774	0.4845354412
775	0.4844869339
776	0.4844054225
777	0.484262495
778	0.4841643544
779	0.4840035019
780	0.4838872502
781	0.4837678604
782	0.4837217203
783	0.4836648172
784	0.4836295684
785	0.4835646671
786	0.4834520687
787	0.4834029246
788	0.4833446457
789	0.4832407592
790	0.483185125
791	0.4831196407
792	0.4830254547
793	0.482908609
794	0.4828101848
795	0.4827353946
796	0.4826232189
797	0.4825177505
798	0.4824093247
799	0.4822933224
800	0.4822018044
801	0.4821203341
802	0.4819959084
803	0.4819272579
804	0.4818235132
805	0.4817278046
806	0.4817166942
807	0.4816116307
808	0.4814929701
809	0.4814526014
810	0.4813710869
811	0.4812326064
812	0.4811291286
813	0.4810560153
814	0.4809834742
815	0.4808345703
816	0.48074314
817	0.4806544541
818	0.4805873045
819	0.4804733647
820	0.4804133227
821	0.4803090282
822	0.4802044514
823	0.4801016418
824	0.4800315705
825	0.4799134389
826	0.4798212848
827	0.4797517056
828	0.479715509
829	0.4796130958
830	0.4795162654
831	0.4794295391
832	0.4793299175
833	0.4791935147
834	0.4791229703
835	0.4790910735
836	0.4789545892
837	0.4788986297
838	0.4788191041
839	0.4787503567
840	0.4787196182
841	0.4786098212
842	0.4785126655
843	0.4784598363
844	0.4783790624
845	0.4782688262
846	0.4781446291
847	0.4780923853
848	0.4779811169
849	0.4779275006
850	0.4777676223
851	0.4777255666
852	0.4776183402
853	0.4775166296
854	0.4774470936
855	0.4773503114
856	0.4772893255
857	0.4772452612
858	0.4771625627
859	0.4770854914
860	0.4770416004
861	0.4769533923
862	0.4769069226
863	0.4768511335
864	0.4767675088
865	0.4766866622
866	0.4765632887
867	0.4764652826
868	0.4764001104
869	0.4763065119
870	0.4762302938
871	0.4761530936
872	0.4760960621
873	0.4759883497
874	0.4759014127
875	0.4758334747
876	0.475767733
877	0.4756740221
878	0.4755207497
879	0.4754676562
880	0.4754169933
881	0.4753233807
882	0.4752622179
883	0.4751920553
884	0.4751028681
885	0.4750084494
886	0.4749500203
887	0.4748582668
888	0.4747459881
889	0.4746430397
890	0.4745274018
891	0.4744952836
892	0.4744359606
893	0.4743871903
894	0.4742687679
895	0.4742428701
896	0.4741353298
897	0.4740894211
898	0.4740141476
899	0.4739272752
900	0.4738527086
901	0.4737453749
902	0.4736307049
903	0.4735471931
904	0.4735012002
905	0.4734550602
906	0.4733958154
907	0.4733080465
908	0.4732209141
909	0.4731672149
910	0.4731047518
911	0.4730416182
912	0.4729763548
913	0.4728931447
914	0.4728485899
915	0.4727467909
916	0.4726756675
917	0.4725694957
918	0.4724921982
919	0.4723890784
920	0.4723007382
921	0.4722497612
922	0.4721940113
923	0.4721250255
924	0.4720083805
925	0.4719007048
926	0.4718262308
927	0.4717086196
928	0.4716826544
929	0.4715580876
930	0.4714563872
931	0.4713921409
932	0.4713379508
933	0.4712858316
934	0.471208824
935	0.4711342121
936	0.4710618344
937	0.4709754651
938	0.4708736104
939	0.4707606058
940	0.4706673442
941	0.4705462279
942	0.4704330143
943	0.470315985
944	0.4702187058
945	0.4700790406
946	0.4699771946
947	0.4699226708
948	0.4698763362
949	0.4697966887
950	0.4696851516
951	0.4696409339
952	0.469523856
953	0.4694543664
954	0.4693796494
955	0.4692648057
956	0.4691567837
957	0.4690710653
958	0.4689966384
959	0.468898816
960	0.4688550691
961	0.4687742221
962	0.4687722381
963	0.4687166897
964	0.4686536574
965	0.4684981766
966	0.4683969296
967	0.4682918839
968	0.4681644229
969	0.4680835283
970	0.467965163
971	0.4678901412
972	0.4678101728
973	0.4677027877
974	0.4675832995
975	0.4674599713
976	0.4673213052
977	0.4672443323
978	0.467171816
979	0.4670411163
980	0.4670033073
981	0.4669400309
982	0.4669051253
983	0.4668426476
984	0.4667632959
985	0.4666920765
986	0.4666146799
987	0.466560417
988	0.4664717046
989	0.4663749315
990	0.466329271
991	0.4662467393
992	0.4661730126
993	0.4661143348
994	0.465996617
995	0.46590955
996	0.4658089321
997	0.4657281607
998	0.4656649202
999	0.4655543318
